,fdc_id,data_type,description,food_category_id,publication_date
4654,2345414,survey_fndds_food,"Cabbage, green, cooked with oil",,2022-10-28
4656,2345416,survey_fndds_food,"Cabbage, red, cooked",,2022-10-28
4657,2345417,survey_fndds_food,"Cabbage, savoy, cooked",,2022-10-28
4658,2345418,survey_fndds_food,"Cactus, cooked, no added fat",,2022-10-28
4659,2345419,survey_fndds_food,"Cactus, cooked, fat added",,2022-10-28
4660,2345420,survey_fndds_food,"Cauliflower, fresh, cooked, no added fat",,2022-10-28
4661,2345421,survey_fndds_food,"Cauliflower, frozen, cooked, no added fat",,2022-10-28
4663,2345423,survey_fndds_food,"Cauliflower, fresh, cooked, fat added, NS as to fat type",,2022-10-28
4664,2345424,survey_fndds_food,"Cauliflower, frozen, cooked, fat added, NS as to fat type",,2022-10-28
4665,2345425,survey_fndds_food,"Cauliflower, fresh, cooked with oil",,2022-10-28
4667,2345427,survey_fndds_food,"Cauliflower, frozen, cooked with oil",,2022-10-28
4669,2345429,survey_fndds_food,"Celery, cooked",,2022-10-28
4670,2345430,survey_fndds_food,"Fennel bulb, cooked",,2022-10-28
4671,2345431,survey_fndds_food,"Christophine, cooked",,2022-10-28
4691,2345451,survey_fndds_food,"Cucumber, cooked",,2022-10-28
4692,2345452,survey_fndds_food,"Eggplant, cooked, no added fat",,2022-10-28
4693,2345453,survey_fndds_food,"Eggplant, cooked, fat added",,2022-10-28
4695,2345455,survey_fndds_food,"Garlic, cooked",,2022-10-28
4696,2345456,survey_fndds_food,"Hominy, cooked",,2022-10-28
4697,2345457,survey_fndds_food,"Kohlrabi, cooked",,2022-10-28
4698,2345458,survey_fndds_food,"Leek, cooked",,2022-10-28
4699,2345459,survey_fndds_food,"Lotus root, cooked",,2022-10-28
4700,2345460,survey_fndds_food,"Mushrooms, fresh, cooked, no added fat",,2022-10-28
4702,2345462,survey_fndds_food,"Mushrooms, fresh, cooked, fat added, NS as to fat type",,2022-10-28
4703,2345463,survey_fndds_food,"Mushrooms, canned, cooked",,2022-10-28
4704,2345464,survey_fndds_food,"Mushrooms, fresh, cooked with oil",,2022-10-28
4706,2345466,survey_fndds_food,"Mushroom, Asian, cooked, from dried",,2022-10-28
4707,2345467,survey_fndds_food,"Okra, fresh, cooked, no added fat",,2022-10-28
4708,2345468,survey_fndds_food,"Okra, frozen, cooked, no added fat",,2022-10-28
4710,2345470,survey_fndds_food,"Okra, fresh, cooked, fat added",,2022-10-28
4711,2345471,survey_fndds_food,"Okra, frozen, cooked, fat added",,2022-10-28
4712,2345472,survey_fndds_food,"Lettuce, cooked",,2022-10-28
4713,2345473,survey_fndds_food,"Onions, cooked, no added fat",,2022-10-28
4714,2345474,survey_fndds_food,"Onions, cooked, fat added",,2022-10-28
4715,2345475,survey_fndds_food,"Onions, pearl, cooked",,2022-10-28
4716,2345476,survey_fndds_food,"Onions, green, cooked",,2022-10-28
4717,2345477,survey_fndds_food,"Palm hearts, cooked",,2022-10-28
4718,2345478,survey_fndds_food,"Parsnips, cooked",,2022-10-28
4719,2345479,survey_fndds_food,"Blackeyed peas, from frozen",,2022-10-28
4720,2345480,survey_fndds_food,"Blackeyed peas, from canned",,2022-10-28
4721,2345481,survey_fndds_food,"Green peas, cooked, from restaurant",,2022-10-28
4722,2345482,survey_fndds_food,"Green peas, fresh, cooked, no added fat",,2022-10-28
4723,2345483,survey_fndds_food,"Green peas, frozen, cooked, no added fat",,2022-10-28
4724,2345484,survey_fndds_food,"Green peas, canned, cooked, no added fat",,2022-10-28
4726,2345486,survey_fndds_food,"Green peas, fresh, cooked, fat added, NS as to fat type",,2022-10-28
4727,2345487,survey_fndds_food,"Green peas, frozen, cooked, fat added, NS as to fat type",,2022-10-28
4728,2345488,survey_fndds_food,"Green peas, canned, cooked, fat added, NS as to fat type",,2022-10-28
4729,2345489,survey_fndds_food,"Green peas, fresh, cooked with oil",,2022-10-28
4731,2345491,survey_fndds_food,"Green peas, frozen, cooked with oil",,2022-10-28
4733,2345493,survey_fndds_food,"Green peas, canned, cooked with oil",,2022-10-28
4735,2345495,survey_fndds_food,"Green peas, canned, reduced sodium, cooked, no added fat",,2022-10-28
4736,2345496,survey_fndds_food,"Green peas, canned, reduced sodium, cooked, fat added, NS as to fat type",,2022-10-28
4737,2345497,survey_fndds_food,"Green peas, canned, reduced sodium, cooked with oil",,2022-10-28
4739,2345499,survey_fndds_food,"Peppers, green, cooked",,2022-10-28
4740,2345500,survey_fndds_food,"Peppers, red, cooked",,2022-10-28
4741,2345501,survey_fndds_food,"Hot peppers, cooked",,2022-10-28
4742,2345502,survey_fndds_food,Pimiento,,2022-10-28
4743,2345503,survey_fndds_food,"Daikon radish, cooked",,2022-10-28
4744,2345504,survey_fndds_food,"Rutabaga, cooked",,2022-10-28
4745,2345505,survey_fndds_food,"Salsify, cooked",,2022-10-28
4746,2345506,survey_fndds_food,Sauerkraut,,2022-10-28
4747,2345507,survey_fndds_food,"Snowpea, fresh, cooked, no added fat",,2022-10-28
4748,2345508,survey_fndds_food,"Snowpea, frozen, cooked, no added fat",,2022-10-28
4750,2345510,survey_fndds_food,"Snowpea, fresh, cooked, fat added",,2022-10-28
4751,2345511,survey_fndds_food,"Snowpea, frozen, cooked, fat added",,2022-10-28
4752,2345512,survey_fndds_food,"Seaweed, dried",,2022-10-28
4753,2345513,survey_fndds_food,"Seaweed, cooked, no added fat",,2022-10-28
4754,2345514,survey_fndds_food,"Seaweed, cooked, fat added",,2022-10-28
4768,2345528,survey_fndds_food,"Spaghetti squash, cooked",,2022-10-28
4769,2345529,survey_fndds_food,"Turnip, cooked",,2022-10-28
4770,2345530,survey_fndds_food,Water Chesnut,,2022-10-28
4771,2345531,survey_fndds_food,"Winter melon, cooked",,2022-10-28
4772,2345532,survey_fndds_food,Yeast,,2022-10-28
4773,2345533,survey_fndds_food,Yeast extract spread,,2022-10-28
4777,2345537,survey_fndds_food,"Peppers and onions, cooked, no added fat",,2022-10-28
4778,2345538,survey_fndds_food,"Peppers and onions, cooked, fat added",,2022-10-28
4779,2345539,survey_fndds_food,"Classic mixed vegetables, cooked, from restaurant",,2022-10-28
4780,2345540,survey_fndds_food,"Classic mixed vegetables, frozen, cooked, no added fat",,2022-10-28
4781,2345541,survey_fndds_food,"Classic mixed vegetables, canned, cooked, no added fat",,2022-10-28
4783,2345543,survey_fndds_food,"Classic mixed vegetables, frozen, cooked, fat added, NS as to fat type",,2022-10-28
4784,2345544,survey_fndds_food,"Classic mixed vegetables, canned, cooked, fat added, NS as to fat type",,2022-10-28
4785,2345545,survey_fndds_food,"Classic mixed vegetables, frozen, cooked with oil",,2022-10-28
4787,2345547,survey_fndds_food,"Classic mixed vegetables, canned, cooked with oil",,2022-10-28
4789,2345549,survey_fndds_food,"Classic mixed vegetables, canned, reduced sodium, cooked, no added fat",,2022-10-28
4790,2345550,survey_fndds_food,"Classic mixed vegetables, canned, reduced sodium, cooked, fat added, NS as to fat type",,2022-10-28
4791,2345551,survey_fndds_food,"Classic mixed vegetables, canned, reduced sodium, cooked with oil",,2022-10-28
4795,2345555,survey_fndds_food,Ratatouille,,2022-10-28
4796,2345556,survey_fndds_food,"Vegetables, stew type, cooked, fat added",,2022-10-28
4797,2345557,survey_fndds_food,"Vegetables, stew type, cooked, no added fat",,2022-10-28
4798,2345558,survey_fndds_food,"Broccoli and cauliflower, cooked, no added fat",,2022-10-28
4799,2345559,survey_fndds_food,"Broccoli and cauliflower, cooked, fat added",,2022-10-28
4800,2345560,survey_fndds_food,"Broccoli, cauliflower and carrots, cooked, no added fat",,2022-10-28
4801,2345561,survey_fndds_food,"Broccoli, cauliflower and carrots, cooked, fat added",,2022-10-28
4802,2345562,survey_fndds_food,"Asian stir fry vegetables, cooked, no added fat",,2022-10-28
4803,2345563,survey_fndds_food,"Asian stir fry vegetables, cooked, fat added",,2022-10-28
4804,2345564,survey_fndds_food,"Jai, Monk's Food",,2022-10-28
4805,2345565,survey_fndds_food,"Vegetable mixture, dried",,2022-10-28
4806,2345566,survey_fndds_food,"Artichokes, stuffed",,2022-10-28
4807,2345567,survey_fndds_food,Green bean casserole,,2022-10-28
4808,2345568,survey_fndds_food,"Green beans, cooked, Szechuan-style",,2022-10-28
4809,2345569,survey_fndds_food,Fried cauliflower,,2022-10-28
4810,2345570,survey_fndds_food,"Chiles rellenos, cheese-filled",,2022-10-28
4811,2345571,survey_fndds_food,"Chiles rellenos, filled with meat and cheese",,2022-10-28
4812,2345572,survey_fndds_food,Stuffed jalapeno pepper,,2022-10-28
4815,2345575,survey_fndds_food,Fried eggplant,,2022-10-28
4816,2345576,survey_fndds_food,Eggplant dip,,2022-10-28
4817,2345577,survey_fndds_food,"Eggplant parmesan casserole, regular",,2022-10-28
4818,2345578,survey_fndds_food,Eggplant with cheese and tomato sauce,,2022-10-28
4819,2345579,survey_fndds_food,"Mushrooms, stuffed",,2022-10-28
4820,2345580,survey_fndds_food,Fried mushrooms,,2022-10-28
4821,2345581,survey_fndds_food,Fried okra,,2022-10-28
4822,2345582,survey_fndds_food,Fried onion rings,,2022-10-28
4823,2345583,survey_fndds_food,Pea salad,,2022-10-28
4824,2345584,survey_fndds_food,Pea salad with cheese,,2022-10-28
4826,2345586,survey_fndds_food,"Squash, summer, casserole with tomato and cheese",,2022-10-28
4827,2345587,survey_fndds_food,"Squash, summer, casserole, with rice and tomato sauce",,2022-10-28
4828,2345588,survey_fndds_food,"Squash, summer, casserole, with cheese sauce",,2022-10-28
4829,2345589,survey_fndds_food,"Squash, summer, souffle",,2022-10-28
4830,2345590,survey_fndds_food,Vegetable stew without meat,,2022-10-28
4832,2345592,survey_fndds_food,Vegetable tempura,,2022-10-28
4834,2345594,survey_fndds_food,Vegetable curry,,2022-10-28
4835,2345595,survey_fndds_food,Vegetable curry with rice,,2022-10-28
4837,2345597,survey_fndds_food,"Green beans, pickled",,2022-10-28
4838,2345598,survey_fndds_food,"Beets, pickled",,2022-10-28
4839,2345599,survey_fndds_food,"Celery, pickled",,2022-10-28
4841,2345601,survey_fndds_food,"Cauliflower, pickled",,2022-10-28
4842,2345602,survey_fndds_food,"Cabbage, fresh, pickled, Japanese style",,2022-10-28
4843,2345603,survey_fndds_food,"Cabbage, red, pickled",,2022-10-28
4844,2345604,survey_fndds_food,Kimchi,,2022-10-28
4845,2345605,survey_fndds_food,"Pickles, dill",,2022-10-28
4846,2345606,survey_fndds_food,"Relish, pickle",,2022-10-28
4847,2345607,survey_fndds_food,"Pickles, sweet",,2022-10-28
4848,2345608,survey_fndds_food,"Eggplant, pickled",,2022-10-28
4849,2345609,survey_fndds_food,"Ginger root, pickled",,2022-10-28
4851,2345611,survey_fndds_food,"Mushrooms, pickled",,2022-10-28
4852,2345612,survey_fndds_food,Mustard,,2022-10-28
4853,2345613,survey_fndds_food,Honey mustard dip,,2022-10-28
4854,2345614,survey_fndds_food,"Okra, pickled",,2022-10-28
4855,2345615,survey_fndds_food,"Olives, NFS",,2022-10-28
4856,2345616,survey_fndds_food,"Olives, green",,2022-10-28
4857,2345617,survey_fndds_food,"Olives, black",,2022-10-28
4858,2345618,survey_fndds_food,"Olives, stuffed",,2022-10-28
4859,2345619,survey_fndds_food,Olive tapenade,,2022-10-28
4860,2345620,survey_fndds_food,Hot pepper sauce,,2022-10-28
4861,2345621,survey_fndds_food,"Peppers, pickled",,2022-10-28
4862,2345622,survey_fndds_food,"Pepper, hot, pickled",,2022-10-28
4863,2345623,survey_fndds_food,"Jalapenos, NFS",,2022-10-28
4864,2345624,survey_fndds_food,"Pickles, NFS",,2022-10-28
4865,2345625,survey_fndds_food,"Pickles, fried",,2022-10-28
4866,2345626,survey_fndds_food,"Radishes, pickled, Hawaiian style",,2022-10-28
4867,2345627,survey_fndds_food,"Seaweed, pickled",,2022-10-28
4868,2345628,survey_fndds_food,"Vegetables, pickled",,2022-10-28
4869,2345629,survey_fndds_food,"Turnip, pickled",,2022-10-28
4870,2345630,survey_fndds_food,Wasabi paste,,2022-10-28
4871,2345631,survey_fndds_food,"Zucchini, pickled",,2022-10-28
4873,2345633,survey_fndds_food,"Asparagus soup, cream of, prepared with milk",,2022-10-28
4877,2345637,survey_fndds_food,Kimchi soup,,2022-10-28
4879,2345639,survey_fndds_food,Gazpacho,,2022-10-28
4880,2345640,survey_fndds_food,"Mushroom soup, cream of, prepared with milk",,2022-10-28
4881,2345641,survey_fndds_food,"Mushroom soup, cream of, prepared with water",,2022-10-28
4882,2345642,survey_fndds_food,"Mushroom soup, with meat broth, prepared with water",,2022-10-28
4884,2345644,survey_fndds_food,"Mushroom soup, cream of, canned, reduced sodium, prepared with water",,2022-10-28
4885,2345645,survey_fndds_food,"Onion soup, French",,2022-10-28
4886,2345646,survey_fndds_food,"Pea soup, prepared with milk",,2022-10-28
4887,2345647,survey_fndds_food,"Vegetable soup, cream of, prepared with milk",,2022-10-28
4888,2345648,survey_fndds_food,Seaweed soup,,2022-10-28
4890,2345650,survey_fndds_food,"Vegetable soup, reduced sodium, canned, ready to serve",,2022-10-28
4891,2345651,survey_fndds_food,"Vegetable soup, made from dry mix",,2022-10-28
4892,2345652,survey_fndds_food,"Vegetable soup, home recipe",,2022-10-28
4893,2345653,survey_fndds_food,"Vegetable noodle soup, home recipe",,2022-10-28
4895,2345655,survey_fndds_food,"Minestrone soup, home recipe",,2022-10-28
4900,2345660,survey_fndds_food,"Vegetable beef soup, home recipe",,2022-10-28
4902,2345662,survey_fndds_food,"Vegetable beef soup with rice, home recipe",,2022-10-28
4903,2345663,survey_fndds_food,"Vegetable beef soup, chunky style",,2022-10-28
4904,2345664,survey_fndds_food,"Vegetable broth, bouillon",,2022-10-28
4921,2345681,survey_fndds_food,"Toddler meal, NFS",,2022-10-28
4922,2345682,survey_fndds_food,"Toddler meal, meat and vegetables",,2022-10-28
4923,2345683,survey_fndds_food,"Toddler meal, rice and vegetables",,2022-10-28
4924,2345684,survey_fndds_food,"Toddler meal, pasta",,2022-10-28
4925,2345685,survey_fndds_food,"Toddler meal, pasta and vegetables",,2022-10-28
4926,2345686,survey_fndds_food,"Fried stuffed potatoes, Puerto Rican style",,2022-10-28
4927,2345687,survey_fndds_food,"Green plantain with cracklings, Puerto Rican style",,2022-10-28
4928,2345688,survey_fndds_food,"Ripe plantain meat pie, Puerto Rican style",,2022-10-28
4929,2345689,survey_fndds_food,"Cassava Pasteles, Puerto Rican style",,2022-10-28
4930,2345690,survey_fndds_food,Puerto Rican pasteles,,2022-10-28
4931,2345691,survey_fndds_food,"Stuffed cabbage, with meat, Puerto Rican style",,2022-10-28
4932,2345692,survey_fndds_food,"Stuffed cabbage, with meat and rice, Syrian dish, Puerto Rican style",,2022-10-28
4933,2345693,survey_fndds_food,Eggplant and meat casserole,,2022-10-28
4934,2345694,survey_fndds_food,"Vegetable and fruit juice, 100% juice, with high vitamin C",,2022-10-28
4935,2345695,survey_fndds_food,"Fruit and vegetable smoothie, with dairy",,2022-10-28
4936,2345696,survey_fndds_food,"Fruit and vegetable smoothie, added protein",,2022-10-28
4937,2345697,survey_fndds_food,"Fruit and vegetable smoothie, non-dairy",,2022-10-28
4938,2345698,survey_fndds_food,"Fruit and vegetable smoothie, non-dairy, added protein",,2022-10-28
4939,2345699,survey_fndds_food,"Fruit and vegetable smoothie, bottled",,2022-10-28
4940,2345700,survey_fndds_food,"Fruit and vegetable smoothie, no dairy",,2022-10-28
4941,2345701,survey_fndds_food,Vegetable smoothie,,2022-10-28
4942,2345702,survey_fndds_food,"Table fat, NFS",,2022-10-28
4943,2345703,survey_fndds_food,"Butter, NFS",,2022-10-28
4944,2345704,survey_fndds_food,"Butter, stick",,2022-10-28
4945,2345705,survey_fndds_food,"Butter, tub",,2022-10-28
4946,2345706,survey_fndds_food,"Butter, light",,2022-10-28
4947,2345707,survey_fndds_food,"Margarine, NFS",,2022-10-28
4948,2345708,survey_fndds_food,"Margarine, stick",,2022-10-28
4949,2345709,survey_fndds_food,"Margarine, tub",,2022-10-28
4950,2345710,survey_fndds_food,"Margarine-oil blend, NFS",,2022-10-28
4951,2345711,survey_fndds_food,"Margarine-oil blend, stick",,2022-10-28
4952,2345712,survey_fndds_food,"Margarine-oil blend, tub",,2022-10-28
4953,2345713,survey_fndds_food,"Butter replacement, liquid",,2022-10-28
4954,2345714,survey_fndds_food,"Margarine-oil blend, tub, light",,2022-10-28
4955,2345715,survey_fndds_food,"Margarine-oil blend, stick, light",,2022-10-28
4956,2345716,survey_fndds_food,"Butter-oil blend, NFS",,2022-10-28
4957,2345717,survey_fndds_food,"Butter-oil blend, stick",,2022-10-28
4958,2345718,survey_fndds_food,"Butter-oil blend, tub",,2022-10-28
4959,2345719,survey_fndds_food,"Butter-oil blend, light",,2022-10-28
4960,2345720,survey_fndds_food,"Butter replacement, powder",,2022-10-28
4963,2345723,survey_fndds_food,Lard,,2022-10-28
4965,2345725,survey_fndds_food,"Ghee, clarified butter",,2022-10-28
4966,2345726,survey_fndds_food,Garlic sauce,,2022-10-28
4967,2345727,survey_fndds_food,Lemon-butter sauce,,2022-10-28
4968,2345728,survey_fndds_food,Hollandaise sauce,,2022-10-28
4969,2345729,survey_fndds_food,Sandwich spread,,2022-10-28
4970,2345730,survey_fndds_food,Tartar sauce,,2022-10-28
4972,2345732,survey_fndds_food,Pesto sauce,,2022-10-28
4973,2345733,survey_fndds_food,Fry sauce,,2022-10-28
4974,2345734,survey_fndds_food,"Sauce, NFS",,2022-10-28
4975,2345735,survey_fndds_food,Curry sauce,,2022-10-28
4976,2345736,survey_fndds_food,Honey butter,,2022-10-28
4977,2345737,survey_fndds_food,"Vegetable oil, NFS",,2022-10-28
4978,2345738,survey_fndds_food,Almond oil,,2022-10-28
4979,2345739,survey_fndds_food,Coconut oil,,2022-10-28
4981,2345741,survey_fndds_food,Cottonseed oil,,2022-10-28
4982,2345742,survey_fndds_food,Flaxseed oil,,2022-10-28
4983,2345743,survey_fndds_food,Olive oil,,2022-10-28
4984,2345744,survey_fndds_food,Peanut oil,,2022-10-28
4985,2345745,survey_fndds_food,Canola oil,,2022-10-28
4986,2345746,survey_fndds_food,Safflower oil,,2022-10-28
4987,2345747,survey_fndds_food,Sesame oil,,2022-10-28
4988,2345748,survey_fndds_food,Soybean oil,,2022-10-28
4989,2345749,survey_fndds_food,Sunflower oil,,2022-10-28
4990,2345750,survey_fndds_food,Walnut oil,,2022-10-28
4991,2345751,survey_fndds_food,Wheat germ oil,,2022-10-28
4995,2345755,survey_fndds_food,Bacon and tomato dressing,,2022-10-28
4996,2345756,survey_fndds_food,Caesar dressing,,2022-10-28
4997,2345757,survey_fndds_food,Coleslaw dressing,,2022-10-28
4999,2345759,survey_fndds_food,Honey mustard dressing,,2022-10-28
5000,2345760,survey_fndds_food,"Italian dressing, made with vinegar and oil",,2022-10-28
5001,2345761,survey_fndds_food,"Mayonnaise, regular",,2022-10-28
5002,2345762,survey_fndds_food,Vegan mayonnaise,,2022-10-28
5003,2345763,survey_fndds_food,Russian dressing,,2022-10-28
5004,2345764,survey_fndds_food,Mayonnaise-type salad dressing,,2022-10-28
5005,2345765,survey_fndds_food,Avocado dressing,,2022-10-28
5006,2345766,survey_fndds_food,Creamy Italian dressing,,2022-10-28
5007,2345767,survey_fndds_food,Poppy seed dressing,,2022-10-28
5008,2345768,survey_fndds_food,Sesame dressing,,2022-10-28
5009,2345769,survey_fndds_food,Ranch dressing,,2022-10-28
5010,2345770,survey_fndds_food,Thousand Island dressing,,2022-10-28
5011,2345771,survey_fndds_food,Yogurt dressing,,2022-10-28
5012,2345772,survey_fndds_food,"Salad dressing, light, NFS",,2022-10-28
5014,2345774,survey_fndds_food,"Coleslaw dressing, light",,2022-10-28
5015,2345775,survey_fndds_food,"Creamy Italian dressing, light",,2022-10-28
5017,2345777,survey_fndds_food,"Caesar dressing, light",,2022-10-28
5018,2345778,survey_fndds_food,"Mayonnaise, light",,2022-10-28
5019,2345779,survey_fndds_food,"Mayonnaise, reduced fat,  with olive oil",,2022-10-28
5020,2345780,survey_fndds_food,"Mayonnaise-type salad dressing, light",,2022-10-28
5021,2345781,survey_fndds_food,"Honey mustard dressing, light",,2022-10-28
5022,2345782,survey_fndds_food,"Italian dressing, light",,2022-10-28
5023,2345783,survey_fndds_food,"Ranch dressing, light",,2022-10-28
5024,2345784,survey_fndds_food,"Russian dressing, light",,2022-10-28
5025,2345785,survey_fndds_food,"Sesame dressing, light",,2022-10-28
5026,2345786,survey_fndds_food,"Thousand Island dressing, light",,2022-10-28
5029,2345789,survey_fndds_food,"Caesar dressing, fat free",,2022-10-28
5030,2345790,survey_fndds_food,"Creamy Italian dressing, fat free",,2022-10-28
5032,2345792,survey_fndds_food,"Honey mustard dressing, fat free",,2022-10-28
5033,2345793,survey_fndds_food,"Italian dressing, fat free",,2022-10-28
5034,2345794,survey_fndds_food,"Mayonnaise, fat free",,2022-10-28
5035,2345795,survey_fndds_food,"Ranch dressing, fat free",,2022-10-28
5036,2345796,survey_fndds_food,"Russian dressing, fat free",,2022-10-28
5037,2345797,survey_fndds_food,"Salad dressing, fat free, NFS",,2022-10-28
5038,2345798,survey_fndds_food,"Thousand Island dressing, fat free",,2022-10-28
5057,2345817,survey_fndds_food,"Sugar, NFS",,2022-10-28
5059,2345819,survey_fndds_food,"Sugar, white, confectioner's, powdered",,2022-10-28
5060,2345820,survey_fndds_food,"Sugar, brown",,2022-10-28
5061,2345821,survey_fndds_food,"Sugar, cinnamon",,2022-10-28
5062,2345822,survey_fndds_food,Sugar substitute and sugar blend,,2022-10-28
5063,2345823,survey_fndds_food,"Sugar substitute, sucralose, powder",,2022-10-28
5064,2345824,survey_fndds_food,"Sugar substitute, stevia, powder",,2022-10-28
5065,2345825,survey_fndds_food,"Sugar substitute, stevia, liquid",,2022-10-28
5066,2345826,survey_fndds_food,"Sugar substitute, monk fruit, powder",,2022-10-28
5067,2345827,survey_fndds_food,"Sugar substitute, powder, NFS",,2022-10-28
5068,2345828,survey_fndds_food,"Sugar substitute, liquid, NFS",,2022-10-28
5069,2345829,survey_fndds_food,"Sugar substitute, saccharin, powder",,2022-10-28
5070,2345830,survey_fndds_food,"Sugar substitute, saccharin, liquid",,2022-10-28
5071,2345831,survey_fndds_food,"Sugar substitute, aspartame, powder",,2022-10-28
5072,2345832,survey_fndds_food,"Syrup, NFS",,2022-10-28
5073,2345833,survey_fndds_food,Pancake syrup,,2022-10-28
5075,2345835,survey_fndds_food,Blueberry syrup,,2022-10-28
5076,2345836,survey_fndds_food,Chocolate syrup,,2022-10-28
5077,2345837,survey_fndds_food,"Chocolate syrup, light",,2022-10-28
5078,2345838,survey_fndds_food,Simple syrup,,2022-10-28
5079,2345839,survey_fndds_food,Strawberry drink syrup,,2022-10-28
5080,2345840,survey_fndds_food,"Pancake syrup, light",,2022-10-28
5081,2345841,survey_fndds_food,Honey,,2022-10-28
5082,2345842,survey_fndds_food,Agave liquid sweetener,,2022-10-28
5083,2345843,survey_fndds_food,Molasses,,2022-10-28
5085,2345845,survey_fndds_food,"Topping, chocolate",,2022-10-28
5086,2345846,survey_fndds_food,"Topping, fruit",,2022-10-28
5087,2345847,survey_fndds_food,"Topping, marshmallow",,2022-10-28
5088,2345848,survey_fndds_food,"Topping, nuts and syrup",,2022-10-28
5089,2345849,survey_fndds_food,Chocolate hazelnut spread,,2022-10-28
5090,2345850,survey_fndds_food,"Icing, chocolate",,2022-10-28
5091,2345851,survey_fndds_food,"Icing, white",,2022-10-28
5092,2345852,survey_fndds_food,"Caramel dip, regular",,2022-10-28
5093,2345853,survey_fndds_food,"Caramel dip, light",,2022-10-28
5094,2345854,survey_fndds_food,Chocolate dip,,2022-10-28
5095,2345855,survey_fndds_food,Dessert dip,,2022-10-28
5096,2345856,survey_fndds_food,Sweet and sour sauce,,2022-10-28
5097,2345857,survey_fndds_food,Dessert sauce,,2022-10-28
5098,2345858,survey_fndds_food,Duck sauce,,2022-10-28
5100,2345860,survey_fndds_food,Jelly,,2022-10-28
5101,2345861,survey_fndds_food,Jam,,2022-10-28
5102,2345862,survey_fndds_food,Fruit butter,,2022-10-28
5103,2345863,survey_fndds_food,Marmalade,,2022-10-28
5107,2345867,survey_fndds_food,Guava paste,,2022-10-28
5108,2345868,survey_fndds_food,Sweet potato paste,,2022-10-28
5109,2345869,survey_fndds_food,"Bean paste, sweetened",,2022-10-28
5110,2345870,survey_fndds_food,Gelatin dessert,,2022-10-28
5111,2345871,survey_fndds_food,Gelatin dessert with fruit,,2022-10-28
5112,2345872,survey_fndds_food,Gelatin salad with vegetables,,2022-10-28
5113,2345873,survey_fndds_food,"Gelatin dessert, sugar free",,2022-10-28
5114,2345874,survey_fndds_food,"Gelatin dessert, sugar free, with fruit",,2022-10-28
5115,2345875,survey_fndds_food,Yokan,,2022-10-28
5116,2345876,survey_fndds_food,Haupia,,2022-10-28
5117,2345877,survey_fndds_food,Italian Ice,,2022-10-28
5118,2345878,survey_fndds_food,"Italian Ice, no sugar added",,2022-10-28
5119,2345879,survey_fndds_food,"Popsicle, NFS",,2022-10-28
5120,2345880,survey_fndds_food,Popsicle,,2022-10-28
5121,2345881,survey_fndds_food,"Popsicle, no sugar added",,2022-10-28
5122,2345882,survey_fndds_food,Freezer pop,,2022-10-28
5123,2345883,survey_fndds_food,Snow cone,,2022-10-28
5124,2345884,survey_fndds_food,"Snow cone, no sugar added",,2022-10-28
5125,2345885,survey_fndds_food,"Candy, NFS",,2022-10-28
5126,2345886,survey_fndds_food,"Almonds, chocolate covered candy",,2022-10-28
5127,2345887,survey_fndds_food,"Chocolate candy, other, NFS",,2022-10-28
5128,2345888,survey_fndds_food,Chocolate candy,,2022-10-28
5129,2345889,survey_fndds_food,"Chocolate candy with nuts, other, NFS",,2022-10-28
5130,2345890,survey_fndds_food,Chocolate candy with nuts,,2022-10-28
5131,2345891,survey_fndds_food,Chocolate candy with cereal,,2022-10-28
5132,2345892,survey_fndds_food,"Chocolate candy, cookie filled",,2022-10-28
5133,2345893,survey_fndds_food,Chocolate chips,,2022-10-28
5134,2345894,survey_fndds_food,"Candy, sprinkles",,2022-10-28
5135,2345895,survey_fndds_food,"Dark chocolate candy, other, NFS",,2022-10-28
5136,2345896,survey_fndds_food,Dark chocolate candy,,2022-10-28
5137,2345897,survey_fndds_food,"Dark chocolate candy with nuts, other, NFS",,2022-10-28
5138,2345898,survey_fndds_food,Dark chocolate candy with nuts,,2022-10-28
5139,2345899,survey_fndds_food,White chocolate candy,,2022-10-28
5140,2345900,survey_fndds_food,"Chocolate candy, fudge",,2022-10-28
5141,2345901,survey_fndds_food,"Chocolate candy, caramel filled",,2022-10-28
5142,2345902,survey_fndds_food,"Chocolate candy, caramel filled with nuts",,2022-10-28
5143,2345903,survey_fndds_food,"Chocolate candy, coconut filled",,2022-10-28
5144,2345904,survey_fndds_food,"Chocolate candy, cream filled",,2022-10-28
5145,2345905,survey_fndds_food,"Chocolate candy, nougat filled",,2022-10-28
5146,2345906,survey_fndds_food,"Chocolate candy, nougat filled with nuts",,2022-10-28
5147,2345907,survey_fndds_food,"Chocolate candy, peanut butter filled",,2022-10-28
5148,2345908,survey_fndds_food,Chocolate candy with dried fruit,,2022-10-28
5149,2345909,survey_fndds_food,"Chocolate candy, sugar free",,2022-10-28
5150,2345910,survey_fndds_food,"Candy, non chocolate, other, NFS",,2022-10-28
5151,2345911,survey_fndds_food,"Ladoo, round ball",,2022-10-28
5153,2345913,survey_fndds_food,"Candy, marshmallow",,2022-10-28
5154,2345914,survey_fndds_food,"Candy, caramel",,2022-10-28
5155,2345915,survey_fndds_food,"Candy, nougat with nuts",,2022-10-28
5156,2345916,survey_fndds_food,"Peanuts, chocolate covered candy",,2022-10-28
5157,2345917,survey_fndds_food,"Candy, peanut brittle",,2022-10-28
